ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
174,Saint Pierre and Miquelon,PM,SPM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.055,-0.131,-0.193,-0.527,-0.502,0.129,0.223,0.099,0.613,1.014,0.335,-1.209,-0.749,-0.914,-0.662,-0.09,-0.103,-0.294,0.495,-0.175,1.034,-0.439,0.808,0.199,-0.975,-0.664,0.003,0.283,-0.328,-0.664,-0.63,-1.248,-0.988,-0.23,-0.207,0.189,-0.307,0.797,1.71,1.123,0.535,-0.023,0.196,0.632,0.969,1.879,0.41,0.491,0.73,1.336,1.174,2.004,1.337,0.438,0.163,0.925,0.421,0.744,0.144,0.841,2.32,1.942,1.529,2.224
175,Samoa,WS,WSM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.058,-0.02,0.069,0.075,-0.311,0.085,-0.3,-0.227,0.211,0.215,-0.418,-0.093,0.196,-0.419,-0.238,-0.36,0.007,0.027,0.183,0.237,0.035,0.227,0.27,0.054,0.062,0.214,0.158,0.463,0.016,0.437,0.494,0.313,-0.137,0.269,0.705,0.73,,,0.193,0.577,0.855,1.103,0.664,0.206,0.866,0.456,0.884,0.474,0.801,0.971,0.582,0.651,0.943,0.804,0.643,1.173,1.069,0.823,1.173,1.065,0.903,0.89,0.915,1.493
176,"San Marino, Rep. of",SM,SMR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.915,-0.124,-0.391,-0.098,-0.404,0.396,0.383,-0.035,-0.12,-0.119,-0.156,-0.07,-0.005,-0.053,0.238,-0.437,0.331,-0.597,-0.003,-0.459,-0.343,0.389,0.411,-0.585,0.175,0.338,0.085,0.748,0.269,1,-0.069,0.498,0.476,1.499,0.283,0.204,0.92,1.078,0.811,1.366,1.679,1.108,1.61,0.827,0.443,0.846,1.792,1.248,1.361,0.702,1.273,1.691,1.015,1.562,1.774,1.717,1.643,1.899,1.715,1.886,1.446,2.022,2.245,2.893
177,"São Tomé and Príncipe, Dem. Rep. of",ST,STP,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.083,-0.03,0.272,-0.126,-0.093,0.235,-0.06,-0.027,0.174,0.234,-0.061,-0.018,0.486,-0.085,-0.092,-0.328,0.22,0.131,0.408,0.287,0.205,-0.017,0.157,0.367,0.069,-0.147,0.393,0.466,-0.082,,,0.018,0.461,0.375,0.944,,,1.267,0.97,0.494,0.324,0.712,0.985,0.814,0.713,0.773,1.003,0.717,0.923,1.034,0.719,0.782,0.831,0.916,0.834,1.528,1.205,0.909,1.265,1.468,1.245,1.161,1.196,1.503
178,Saudi Arabia,SA,SAU,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.177,0.674,0.474,-0.479,0.152,0.645,-0.704,-0.437,0.53,0.368,-0.438,-0.574,-0.249,-0.213,-0.351,-0.437,0.163,-0.144,0.901,0.043,0.059,-0.434,-0.899,-0.363,-0.046,0.14,0.48,0.431,-0.136,0.08,0.359,-0.989,-0.218,0.641,0.178,0.567,-0.004,1.023,1.474,0.773,0.886,1.096,0.996,0.989,0.557,1.203,0.713,0.906,1.002,2.154,0.839,1.232,1.216,1.296,1.937,1.584,1.804,1.87,1.718,1.493,2.268,1.83,1.894,2.275
179,Senegal,SN,SEN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.154,-0.01,0.083,-0.213,-0.455,-0.082,-0.435,-0.544,0.718,0.523,-0.059,0.344,0.714,-0.445,-0.236,-0.065,0.569,0.513,0.819,0.957,0.773,0.355,1.275,0.631,0.484,0.443,0.994,0.846,0.549,1.181,0.776,0.84,1.079,0.607,0.916,1.194,1.334,1.538,0.538,0.886,1.136,1.417,1.158,1.183,1.405,1.401,1.256,1.331,0.73,1.45,1.186,0.868,1.206,1.152,1.277,1.633,1.828,1.039,1.469,1.765,1.87,1.498,1.997,1.972
180,"Serbia, Rep. of",RS,SRB,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,1.891,1.343,1.371,1.171,0.751,1.704,1.43,1.616,1.748,1.703,1.274,2.313,2.084,1.822,1.607,1.961,2.561,3.384
181,Seychelles,SC,SYC,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.355,0.064,-0.098,-0.193,-0.563,0.041,0.002,-0.178,0.179,0.29,-0.43,-0.287,0.239,-0.437,-0.233,-0.239,0.154,0.326,0.197,0.229,0.133,0.343,0.409,-0.399,-0.218,0.146,0.393,0.326,-0.123,0.245,0.399,0.02,0.081,0.368,0.299,-0.026,0.461,0.821,0.101,0.194,0.536,0.305,0.486,0.237,0.474,0.44,0.818,0.381,0.647,0.823,0.731,0.703,0.565,0.714,1.014,0.997,1.102,0.794,1.254,1.311,0.763,0.603,1.039,1.605
182,Sierra Leone,SL,SLE,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.077,-0.078,0.166,-0.163,-0.293,-0.018,-0.138,-0.073,0.259,0.33,-0.169,0.127,0.481,-0.03,-0.123,-0.231,0.166,0.203,0.489,0.359,0.194,0.265,0.514,0.343,0.243,-0.069,0.738,0.619,0.206,0.486,0.564,0.184,0.492,0.418,0.403,0.53,0.723,1.015,0.562,,0.818,0.98,0.805,1.019,1.123,1.055,0.778,1.178,0.899,1.327,0.975,0.462,0.71,0.666,0.86,0.788,1.343,0.845,1.151,1.28,1.239,0.976,0.794,1.059
183,Singapore,SG,SGP,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,-0.064,0.105,,,0.22,-0.481,-0.088,-0.189,0.159,0.082,,,0.08,-0.108,-0.105,0.358,0.267,0.126,0.573,0.803,0.107,0.146,0.216,0.37,0.374,0.344,0.627,0.382,0.091,0.105,0.581,0.6,0.379,0.662,0.717,0.879,1.119,1.395,0.76,1.026,1.6,1.022,1.239,0.975,1.294,1.633
184,Slovak Rep.,SK,SVK,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,1.711,0.711,-0.397,-0.238,1.039,0.784,1.636,1.255,1.395,0.664,0.556,0.41,0.631,2.149,1.523,1.492,0.682,0.838,1.574,0.953,2.353,2.093,1.937,1.256,2.529,2.4,2.024,1.266,1.992,2.421,3.326
185,"Slovenia, Rep. of",SI,SVN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.156,0.562,1.868,0.803,-0.112,0.469,1.369,0.873,1.803,1.727,1.517,1.443,0.74,0.494,0.885,2.192,1.602,1.658,0.801,1.387,1.965,1.265,2.463,2.158,2.079,1.756,2.45,2.376,2.268,1.583,2.553,2.638,3.269
186,Solomon Islands,SB,SLB,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.208,0.089,-0.085,0.102,-0.501,-0.163,-0.175,-0.178,0.204,0.111,-0.159,-0.364,0.169,0.075,0.025,-0.084,0.224,0.371,0.211,0.143,0.432,-0.11,0.237,0.2,0.108,-0.127,-0.369,0.265,-0.076,,0.039,-0.166,-0.181,0.088,0.652,0.405,0.319,0.724,0.318,0.404,,,-0.096,0.206,0.262,0.051,0.384,,0.181,0.62,0.298,0.406,0.354,0.455,0.289,0.802,0.788,1.022,1.187,1.146,0.826,0.997,1.005,1.219
187,Somalia,SO,SOM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.323,-0.021,-0.211,0.027,-0.381,0.177,-0.102,-0.577,0.043,0.091,-0.261,0.277,0.577,0.018,0.048,0.238,0.378,0.025,-0.007,0.812,0.128,0.425,0.557,0.072,0.094,0.174,0.95,0.822,0.152,0.46,0.533,0.846,0.289,0.616,0.565,0.741,0.565,0.771,0.493,0.55,0.897,1.01,1.249,0.614,1.152,0.945,1.165,0.937,1.559,1.352,1.148,1.015,1.143,1.168,1.724,1.363,1.621,0.566,1.538,1.725,1.602,1.604,1.338,2.648
188,South Africa,ZA,ZAF,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.256,0.218,0.187,-0.066,-0.016,0.251,-0.073,-0.379,0.289,0.363,-0.166,0.1,0.336,-0.262,-0.151,-0.514,0.168,0.056,0.32,0.236,-0.345,0.201,0.68,0.508,0.633,0.439,0.716,0.323,-0.04,0.31,0.342,0.769,0.82,0.207,0.643,-0.134,0.246,0.851,1.107,0.275,0.527,0.513,0.933,0.974,1.192,0.461,0.878,0.734,0.76,1.157,0.474,0.644,0.797,0.933,1.367,1.686,1.189,1.109,1.939,1,0.867,1.09,1.168,1.536
189,"South Sudan, Rep. of",SS,SSD,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,1.006,1.284,1.049,1.241,1.37,1.392,1.242,1.065,0.559,1.051,0.83,1.386,1.866
190,Spain,ES,ESP,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.747,0.429,-0.217,0.487,-0.184,0.407,0.153,0.097,-0.281,0.123,-0.754,-0.833,-0.171,-0.447,-0.102,-0.386,-0.181,0.078,0.248,0.15,0.317,0.683,0.526,-0.19,0.456,0.234,0.7,0.771,1.014,1.43,0.191,0.281,-0.082,1.003,1.396,0.672,1.488,1.137,0.756,0.754,1.349,0.763,1.548,0.946,0.833,1.463,0.77,0.799,1.287,0.85,1.555,0.977,0.84,1.524,1.443,1.628,1.95,1.058,1.437,1.976,1.314,2.368,2.525,2.242
191,Sri Lanka,LK,LKA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.103,-0.078,-0.007,0.099,-0.114,0.24,-0.069,-0.052,0.243,0.137,-0.321,-0.12,0.377,-0.314,-0.232,-0.166,-0.014,0.04,0.279,0.355,0.104,0.102,0.602,-0.065,0.045,0.126,0.658,0.662,0.189,0.526,0.481,0.182,0.188,0.259,0.542,0.367,0.523,1.17,0.348,0.457,0.702,0.855,0.764,0.677,0.733,0.502,0.496,0.413,0.639,1.008,0.663,0.9,0.791,0.891,0.903,1.264,0.988,0.696,1.114,1.109,0.893,0.862,1.016,1.629
192,St. Kitts and Nevis,KN,KNA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.013,-0.025,0.228,0.093,-0.378,0.216,-0.087,-0.196,0.359,0.225,-0.199,-0.092,0.334,-0.22,-0.255,-0.294,0.284,0.339,0.313,0.739,0.674,0.265,0.715,0.113,0.086,0.149,0.745,0.464,0.025,0.569,0.648,0.591,0.701,0.686,0.858,0.562,0.754,1.256,0.663,0.489,,0.697,0.895,0.559,0.929,0.752,0.987,0.395,0.61,1.377,0.654,0.751,0.762,0.763,1.041,1.203,0.959,0.846,0.937,1.236,0.936,0.845,1.173,1.668
193,St. Lucia,LC,LCA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.232,-0.067,0.323,-0.008,-0.235,0.117,-0.11,-0.179,0.443,0.29,-0.298,-0.136,0.12,-0.365,-0.437,-0.275,0.054,0.215,0.224,0.531,0.445,0.19,0.481,0.02,-0.242,-0.047,0.603,0.49,0.04,0.364,0.49,0.457,0.564,0.557,0.764,0.534,0.632,1.311,0.707,0.588,0.783,0.662,0.959,0.597,1.148,0.835,0.857,0.5,0.609,1.371,0.803,0.752,0.922,0.754,1.073,1.222,1.222,0.884,1.284,1.473,1.179,1.009,1.414,1.978
194,St. Vincent and the Grenadines,VC,VCT,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.398,-0.256,0.448,-0.153,-0.161,0.14,-0.132,-0.146,0.478,0.352,-0.388,-0.21,0.048,-0.467,-0.466,-0.098,-0.051,0.087,0.292,0.32,0.336,0.127,0.385,-0.042,-0.587,-0.237,0.449,0.505,-0.142,0.14,0.321,0.355,0.461,0.465,0.789,0.499,0.641,1.34,0.725,0.671,0.764,0.587,0.973,0.474,1.259,0.79,0.776,0.627,0.61,1.395,0.882,0.732,0.938,0.764,0.995,0.985,1.446,0.901,1.457,1.692,1.282,1.075,1.673,2.268
195,Sudan,SD,SDN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.856,0.982,1.181,1.012,1.566,1.249,1.304,1.3,0.979,0.532,1.312,0.843,1.504,1.402
196,Suriname,SR,SUR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.021,-0.098,-0.078,0.045,-0.055,0.122,-0.16,-0.266,0.495,0.215,-0.48,-0.061,0.102,-0.325,-0.383,-0.064,0.178,0.132,0.255,0.352,0.386,0.391,0.598,-0.095,0.097,0.211,0.836,0.625,0.17,0.435,0.502,0.702,0.524,0.663,1.247,0.84,0.925,1.51,1.016,1.097,1.043,1.32,1.573,1.599,2.001,1.592,1.609,1.587,2.054,2.175,1.692,1.788,1.944,1.921,2.027,2.492,2.139,1.95,2.177,2.329,1.955,1.917,2.311,2.973
197,Svalbard Jan Mayen Islands,SJ,SJM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.565,-1.364,-2.244,-0.505,-0.159,-2.357,-0.134,-3.25,-1.74,-0.189,-1.309,2.386,0.531,1.597,0.413,0.923,-0.274,-0.788,-1.118,-0.12,-1.067,-0.657,0.045,1.895,1.787,-0.359,0.199,-2.109,-0.769,1.63,1.315,0.956,0.011,0.058,0.47,1.183,-0.322,0.172,2.066,1.975,1.386,1.616,0.842,0.737,2.445,3.884,3.049,1.839,1.904,2.271,2.105,3.824,2.27,3.381,3.312,5.326,3.334,4.064,2.87,2.001,3.011,3.511,3.577,3.689
198,Sweden,SE,SWE,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",1.558,-0.687,-0.453,0.393,-0.223,-1.668,0.832,-0.929,-0.203,-1.096,0.035,0.797,1.146,0.935,1.573,-0.108,-0.468,-0.077,-1.095,-0.574,-0.233,-0.138,0.91,0.581,-1.035,-0.496,-1.205,0.724,1.999,1.692,1.028,1.377,0.811,0.198,1.264,-0.16,0.983,0.557,1.361,1.72,1.066,1.563,0.905,1.192,1.815,1.478,1.93,1.951,1.431,-0.285,1.262,1.306,0.855,2.69,2.059,1.829,1.575,1.833,1.556,2.935,1.838,2.119,1.463,2.013
199,Switzerland,CH,CHE,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.993,-0.353,-0.864,0.143,-0.786,0.471,0.561,-0.055,-0.074,-0.484,-0.069,-0.062,-0.06,0.09,0.618,0.365,0.17,-0.358,-0.06,-0.189,-0.009,0.583,0.873,-0.324,-0.322,0.246,-0.006,0.921,1.153,1.429,0.339,0.983,0.581,1.877,1.022,0.056,1.094,1.142,1.013,1.454,1.484,1.291,1.874,0.999,0.833,1.125,1.845,1.238,1.408,0.483,1.697,1.539,0.807,2.209,2.015,1.904,1.884,2.393,2.155,2.576,1.242,2.915,2.827,2.907
200,Syrian Arab Rep.,SY,SYR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.023,0.992,0.554,-0.693,-0.172,0.924,-1.024,-0.193,0.158,0.634,-0.191,-0.932,-0.427,-0.207,-0.207,-0.87,0.169,0.154,0.903,-0.191,0.133,-0.55,-0.867,-0.012,-0.043,0.39,-0.191,-0.216,0.347,0.169,0.492,-1.113,-0.561,1.29,0.176,0.46,-0.116,1.155,1.265,0.648,1.135,0.841,0.52,0.628,0.233,1.003,0.773,1.02,0.619,2.456,0.628,1.012,1.347,1.148,1.289,1.788,1.134,2.393,1.575,1.889,2.259,1.55,2.005,2.467
201,Taiwan Province of China,TW,TWN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.145,-0.178,-0.233,0.226,-0.171,0.263,0.059,-0.972,-0.039,-0.379,-0.28,-0.212,0.439,-0.417,0.175,-0.611,0.156,-0.04,0.015,0.261,-0.028,-0.103,0.307,-0.509,-0.022,-0.2,0.38,0.323,0.079,0.385,0.585,-0.184,0.235,0.258,0.057,-0.121,0.005,1.069,0.618,0.339,0.724,0.878,0.862,0.455,0.677,0.722,0.796,0.591,0.784,0.56,0.119,0.409,0.73,0.678,0.693,0.986,1.326,1.083,1.28,1.739,1.915,1.399,1.469,1.773
202,"Tajikistan, Rep. of",TJ,TJK,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27,-0.159,0.445,0.372,-0.476,1.143,0.608,1.046,0.911,1.409,1.217,0.518,1.371,0.733,1.571,1.105,0.811,0.776,1.333,1.407,-0.044,1.257,0.386,1.244,1.559,1.27,1.6,1.329,1.092,1.033,2.119,1.792,2.029
203,"Tanzania, United Rep. of",TZ,TZA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.385,-0.252,-0.296,-0.388,-0.204,0.09,0.046,-0.467,0.348,0.206,-0.262,0.035,0.335,-0.148,-0.046,-0.017,0.286,0.057,-0.148,0.399,0.315,0.346,0.624,0.039,-0.014,0.119,0.578,0.695,-0.119,0.114,0.248,0.253,-0.03,0.361,0.293,0.163,0.526,0.442,-0.298,0.487,0.379,0.608,0.978,0.82,1.07,0.9,0.82,0.509,0.959,1.102,0.802,0.891,0.949,0.924,1.153,0.985,1.446,1.03,1.377,1.035,1.13,0.962,1.325,1.33
